Category,Commodity,Test Type,Parameter,Units,Test Description,Compliance,Test TAT,Method,Key_Parameter,Min. Value,Max Value,Min FSSAI Acceptable Value,Max FSSAI Acceptable Value,Min FSSAI Acceptable Value - Organic,Max FSSAI Acceptable Value - Organic,Price,Key Parameter (For Organic),,"Category, Commodity, Parameter",,,,Unique Category,Unique Commodity,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Fosetyl-Al, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fosetyl-Al, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Glufosinate Ammonium,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Glufosinate Ammonium",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Glyphosate,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Glyphosate",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Halosulfuron methyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Halosulfuron methyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Hexazinone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Hexazinone",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Hydrogen Cyanamide,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Hydrogen Cyanamide",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Iodosulfuron Methyl Sodium,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Iodosulfuron Methyl Sodium",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Imazethapyr,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Imazethapyr",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Iprobenfos (Kitazin),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Iprobenfos (Kitazin)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Iprodione,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Iprodione",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Isoprothiolane,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Isoprothiolane",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Isoproturon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Isoproturon",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Kasugamycin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Kasugamycin",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Linuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Linuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Malathion (Malathion to be determined and expressed as combined residues of malathion and malaoxon),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Malathion (Malathion to be determined and expressed as combined residues of malathion and malaoxon)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Mandipropamid,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Mandipropamid",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Mepiquat Chloride,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Mepiquat Chloride",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Mesosulfuron Methyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Mesosulfuron Methyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Metaflumizone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Metaflumizone",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Metalaxyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Metalaxyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Methabenzthiazuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Methabenzthiazuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Methyl Chlorophenoxy Acetic Acid (MCPA),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Methyl Chlorophenoxy Acetic Acid (MCPA)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Banned Pesticide Residue,Methyl Parathion (combined residues of methyl parathion and its oxygen analogue to be determined and expressed as methyl parathion),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Methyl Parathion (combined residues of methyl parathion and its oxygen analogue to be determined and expressed as methyl parathion)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Metolachlor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Metolachlor",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Metribuzin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Metribuzin",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Metsulfuron Methyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Metsulfuron Methyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Orthosulfamuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Orthosulfamuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Oxadiargyl, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Oxadiargyl, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Oxadiazon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Oxadiazon",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Oxyfluorfen,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Oxyfluorfen",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Paclobutrazol,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Paclobutrazol",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Paraquat dichloride (Determined as Paraquatcations),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Paraquat dichloride (Determined as Paraquatcations)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Penconazole,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Penconazole",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Pencycuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Pencycuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Penoxuslum,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Penoxuslum",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Permethrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Permethrin",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Phenthoate,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Phenthoate",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Phorate (sum of Phorate, its oxygen analogue and their sulphoxides and sulphones, expressed as phorate)",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Phorate (sum of Phorate, its oxygen analogue and their sulphoxides and sulphones, expressed as phorate)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Phosalone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Phosalone",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Pinoxaden,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Pinoxaden",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Pretilachlor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Pretilachlor",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Pirimiphos-methyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Pirimiphos-methyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Profenofos,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Profenofos",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Prohexadione calcium,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Prohexadione calcium",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Propaquizafop,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Propaquizafop",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Propiconazole,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Propiconazole",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Pyrazosulfuron ethyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Pyrazosulfuron ethyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Pyrithiolac Sodium,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Pyrithiolac Sodium",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Pymetrozine,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Pymetrozine",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Quizalofop ethyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Quizalofop ethyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Quizalofop-P-tefuryl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Quizalofop-P-tefuryl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Sodium Aceflourofen,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Sodium Aceflourofen",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Sulfosulfuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Sulfosulfuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Thifluzamide,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Thifluzamide",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Thiometon(Residues determined as thiometon its sulfoxide and sulphone expressed as thiometon),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Thiometon(Residues determined as thiometon its sulfoxide and sulphone expressed as thiometon)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Thiophanate-Methyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Thiophanate-Methyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Tolfenpyrad,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Tolfenpyrad",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Trichlorfon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Trichlorfon",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Triacontanol,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Triacontanol",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Triallate,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Triallate",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Triasulfuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Triasulfuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Tridemorph,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Tridemorph",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Trifluralin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Trifluralin",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Validamycin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Validamycin",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fluopicolide,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fluopicolide",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Tembotrione,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Tembotrione",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Propanil,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Propanil",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fluopyram and its metabolites,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fluopyram and its metabolites",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Topramezone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Topramezone",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Thiocyclam Hydrogen Oxalate,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Thiocyclam Hydrogen Oxalate",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"2,4-D Amine Salt",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole 2,4-D Amine Salt",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Ametyrn,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Ametyrn",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fomesafen,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fomesafen",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Imazamox,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Imazamox",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Sodium Para Nitro Phenolate,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Sodium Para Nitro Phenolate",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Bentazone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Bentazone",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Cyflumetofen,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Cyflumetofen",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Boscalid,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Boscalid",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Flucetosulfuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Flucetosulfuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Haloxyfop-R Methyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Haloxyfop-R Methyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Sulfentrazone and its metabolite Desmethylsulfentrazone and 3- Hydroxymethylsulfentrazone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Sulfentrazone and its metabolite Desmethylsulfentrazone and 3- Hydroxymethylsulfentrazone",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Metrafenone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Metrafenone",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fluxapyroxad,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fluxapyroxad",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Tetraconazole,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Tetraconazole",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Flupyradifurone and its metabolites Difluroacetic Acid and Difluroethylamino- furanone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Flupyradifurone and its metabolites Difluroacetic Acid and Difluroethylamino- furanone",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Sulfoxaflor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Sulfoxaflor",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Banned Pesticide Residue,Aldicarb,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Aldicarb",,,,,,,
