Category,Commodity,Test Type,Parameter,Units,Test Description,Compliance,Test TAT,Method,Key_Parameter,Min. Value,Max Value,Min FSSAI Acceptable Value,Max FSSAI Acceptable Value,Min FSSAI Acceptable Value - Organic,Max FSSAI Acceptable Value - Organic,Price,Key Parameter (For Organic),,"Category, Commodity, Parameter",,,,Unique Category,Unique Commodity,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Pyraclostrobin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Pyraclostrobin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Pyridalyl, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Pyridalyl, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Pyriproxyfen, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Pyriproxyfen, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Quinalphos, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Quinalphos, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Spinosad, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Spinosad, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Spiromesifen, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Spiromesifen, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Tebuconazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Tebuconazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Thiacloprid, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Thiacloprid, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Thiodicarb, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Thiodicarb, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Thiamethoxam, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Thiamethoxam, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Triadimefon, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Triadimefon, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Trifloxystrobin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Trifloxystrobin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Triazophos, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Triazophos, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Tricyclazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Tricyclazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Spinetoram and its metabolites
(Spinosyn-J and Spinosyn-L), mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Spinetoram and its metabolites
(Spinosyn-J and Spinosyn-L), mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Spirotetramat, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Spirotetramat, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Abamectin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Abamectin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Dithiocarbamates (the residue tolerance limit are determined and expressed as mg/CS2/kg and refer separately to the residues arising from any or each group of dithiocarbamates),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Dithiocarbamates (the residue tolerance limit are determined and expressed as mg/CS2/kg and refer separately to the residues arising from any or each group of dithiocarbamates)",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Metiram as CS2, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Metiram as CS2, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"(b) Ethylene bis- dithiocarbamates resulting from the use of mancozeb, maneb or zineb (including zineb derived from nabam plus zinc
sulphate)",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole (b) Ethylene bis- dithiocarbamates resulting from the use of mancozeb, maneb or zineb (including zineb derived from nabam plus zinc
sulphate)",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,(e) Zineb as CS2,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole (e) Zineb as CS2",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"2,4-Dichlorophenoxy Acetic Acid",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole 2,4-Dichlorophenoxy Acetic Acid",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Acephate (expressed as mixture of Methamidophos and acephate).,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Acephate (expressed as mixture of Methamidophos and acephate).",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Alachlor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Alachlor",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Alpha cypermethrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Alpha cypermethrin",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Ametroctradin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Ametroctradin",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Anilophos,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Anilophos",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Atrazine,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Atrazine",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Azimsulfuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Azimsulfuron",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Benfuracarb,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Benfuracarb",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Sum of benomyl and carbendazim expressed as carbendazim,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Sum of benomyl and carbendazim expressed as carbendazim",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Bensulfuron Methyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Bensulfuron Methyl",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Beta Cyfluthrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Beta Cyfluthrin",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Bifenthrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Bifenthrin",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Bispyribac Sodium,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Bispyribac Sodium",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Bitertanol,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Bitertanol",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Butachlor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Butachlor",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Captan,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Captan",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Carbendazim,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Carbendazim",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Banned Pesticide Residue,Carbofuran (sum of carbofuran and 3-hydroxy carbofuran expressed as carbofuran),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Carbofuran (sum of carbofuran and 3-hydroxy carbofuran expressed as carbofuran)",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Carfentrazone Ethyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Carfentrazone Ethyl",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Carpropamid,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Carpropamid",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Cartap Hydrochloride,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Cartap Hydrochloride",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Chlorfluazuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Chlorfluazuron",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Chlorimuron ethyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Chlorimuron ethyl",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Chlormequat Chloride (CCC),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Chlormequat Chloride (CCC)",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Chlorothalonil,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Chlorothalonil",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Chlorpropham,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Chlorpropham",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Chlorpyriphos,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Chlorpyriphos",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Chlothianidin (Chlothianidin and its metabolites Thiazolymethylguanidine (TMG), Thiazolymethylurea (TZMU), Methylnitroguanidine (MNG) TMG)",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Chlothianidin (Chlothianidin and its metabolites Thiazolymethylguanidine (TMG), Thiazolymethylurea (TZMU), Methylnitroguanidine (MNG) TMG)",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Chromafenozide,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Chromafenozide",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Cinmethylene,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Cinmethylene",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Clodinafop-propargyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Clodinafop-propargyl",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Clomazone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Clomazone",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Copper Hydroxide (Copper determined as elemental copper),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Copper Hydroxide (Copper determined as elemental copper)",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Copper Sulphate (Copper determined as elemental copper,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Copper Sulphate (Copper determined as elemental copper",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Cyazofamid,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Cyazofamid",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Cyhalofop-butyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Cyhalofop-butyl",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Cymoxanil,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Cymoxanil",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Cypermethrin (sum of isomers) (Fat soluble residue),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Cypermethrin (sum of isomers) (Fat soluble residue)",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Dichlorvos (DDVP) (content of di- chloroacetaldehyde (D.C.A.) be reported where possible),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Dichlorvos (DDVP) (content of di- chloroacetaldehyde (D.C.A.) be reported where possible)",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Diclofop (sum diclofop-methyl and diclofop
acid expressed as diclofop-methyl)”",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Diclofop (sum diclofop-methyl and diclofop
acid expressed as diclofop-methyl)”",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Diclosulam,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Diclosulam",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Diflubenzuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Diflubenzuron",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Dimethomorph,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Dimethomorph",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Dinocap,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Dinocap",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Dinotefuran,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Dinotefuran",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Dithianon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Dithianon",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Diuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Diuron",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Dodine,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Dodine",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Edifenphos,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Edifenphos",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Emamectin Benzoate,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Emamectin Benzoate",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,"Epoxyconazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Epoxyconazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Ethephon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Ethephon",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Ethion(Residues to be determined as ethion and its oxygen analogue and expressed as ethion),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Ethion(Residues to be determined as ethion and its oxygen analogue and expressed as ethion)",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Ethofenprox (Etofenprox),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Ethofenprox (Etofenprox)",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Ethoxysulfuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Ethoxysulfuron",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Etoxazole,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Etoxazole",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Famoxadone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Famoxadone",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Fenamidone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Fenamidone",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Fenarimol,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Fenarimol",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Fenobucarb (BPMC),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Fenobucarb (BPMC)",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Fenoxaprop-p-ethyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Fenoxaprop-p-ethyl",,,,,,,
"Herbs, Spices & Condiments",Black Pepper Whole,Pesticide Residue,Fenvalerate (Fat soluble residue),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Black Pepper Whole Fenvalerate (Fat soluble residue)",,,,,,,
